"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode"
"60",60,3,1135,20,"English","solid things",0.95,"striped things",0,"polka-dotted things",0.45,"clouds",0.5,"circles",0.05,"squares",0.9,312,222,222,"red",321212,"True",3,2,1,12,14,14,0.34483,0.03448,0.62069,0.67857,0,0.32143,NA,NA,NA,0.33333,0.09761,0.56906,0.56906,0.09761,0.33333,0.33333,0.33333,0.33333,0.33333,0.09782,0.56885,0.56885,0.09782,0.33333,0.33333,0.33333,0.33333,321212
"61",61,4,2003,6,"English","blue things",0,"red things",0.5,"green things",0,"solid things",0,"striped things",1,"polka-dotted things",0,322,321,312,"square",322122,"True",1,3,2,15,6,12,NA,NA,NA,0,1,0,0,1,0,0.33333,0.33333,0.33333,0.15783,0.50884,0.33333,0.15783,0.50884,0.33333,0.33333,0.33333,0.33333,0.15822,0.50845,0.33333,0.15822,0.50845,0.33333,322122
"62",62,4,237,7,"English","clouds",0.5,"circles",0,"squares",0,"blue things",0,"red things",0,"green things",1,113,113,233,"solid",212132,"False",2,1,3,19,19,26,1,0,0,NA,NA,NA,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3995,0.26717,0.33333,0.3995,0.33333,0.26717,0.33333,0.33333,0.33333,213221
"63",63,4,1583,8,"English","blue things",0,"red things",0,"green things",1,"solid things",1,"striped things",0,"polka-dotted things",0,313,313,321,"square",322121,"True",1,3,2,21,21,6,NA,NA,NA,1,0,0,0,0,1,0.33333,0.33333,0.33333,0.50416,0.1625,0.33333,0.1625,0.33333,0.50416,0.33333,0.33333,0.33333,0.50368,0.16298,0.33333,0.16298,0.33333,0.50368,322121
"64",64,4,1137,9,"English","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",1,"green things",0,212,311,311,"solid",321212,"True",2,1,3,11,3,3,0,1,0,NA,NA,NA,0,1,0,0.33333,0.56906,0.09761,0.33333,0.33333,0.33333,0.09761,0.56906,0.33333,0.33333,0.56885,0.09782,0.33333,0.33333,0.33333,0.09782,0.56885,0.33333,321212
"65",65,4,655,10,"English","blue things",0,"red things",0.5,"green things",0,"solid things",0.5,"striped things",1,"polka-dotted things",0,322,333,121,"square",212211,"True",1,3,2,15,27,4,NA,NA,NA,0.33333,0.66667,0,0,1,0,0.33333,0.33333,0.33333,0.33333,0.55325,0.11341,0.33552,0.5603,0.10418,0.26349,0.33333,0.40317,0.33333,0.54189,0.12478,0.24786,0.63429,0.11785,212211
"66",66,4,599,11,"English","solid things",0.05,"striped things",0.95,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0,221,223,323,"circle",213212,"True",1,2,3,5,23,24,NA,NA,NA,0.05,0.95,0,1,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.52525,0.33333,0.14142,0.33333,0.40294,0.26373,0.33333,0.33333,0.33333,0.53738,0.33333,0.12929,213212
"67",67,4,1452,12,"English","blue things",0.5,"red things",0,"green things",0,"solid things",0,"striped things",1,"polka-dotted things",0,321,131,111,"square",123211,"False",1,3,2,6,7,1,NA,NA,NA,0,1,0,1,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.20398,0.33333,0.46268,0.23429,0.53142,0.23429,0.33333,0.33333,0.33333,123211
"68",68,4,1485,13,"English","clouds",0.5,"circles",0,"squares",0,"blue things",0,"red things",0,"green things",0.5,133,111,112,"polka-dotted",123211,"False",2,1,3,25,1,10,1,0,0,NA,NA,NA,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.20398,0.33333,0.46268,0.23429,0.23429,0.53142,123211
"69",69,4,517,14,"English","clouds",0,"circles",0,"squares",1,"solid things",0,"striped things",0,"polka-dotted things",0.95,331,333,132,"blue",112132,"False",3,1,2,9,27,16,0,0,1,0,0,1,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.23485,0.33333,0.43182,0.33333,0.33333,0.33333,0.52378,0.24002,0.23621,113221
"70",70,4,185,15,"English","clouds",0,"circles",0,"squares",0.5,"solid things",0,"striped things",0,"polka-dotted things",1,331,311,311,"blue",323212,"True",3,1,2,9,3,3,0,0,1,0,0,1,NA,NA,NA,0.33333,0.33333,0.33333,0.09968,0.33333,0.56699,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.09973,0.33333,0.56694,0.33333,0.33333,0.33333,323212
"71",71,4,268,16,"English","blue things",0,"red things",0,"green things",0.5,"solid things",0,"striped things",1,"polka-dotted things",0.5,123,111,223,"cloud",212222,"True",1,3,2,22,1,23,NA,NA,NA,0,0.66667,0.33333,0,0,1,0.33333,0.33333,0.33333,0.11594,0.55072,0.33333,0.11594,0.33333,0.55072,0.40408,0.26259,0.33333,0.12749,0.53917,0.33333,0.12749,0.33333,0.53917,212222
"72",72,4,2079,17,"English","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",1,"squares",0,212,122,332,"red",321111,"True",3,2,1,11,13,18,0,1,0,1,0,0,NA,NA,NA,0.13271,0.73458,0.13271,0.73458,0.13271,0.13271,0.33333,0.33333,0.33333,0.13305,0.7339,0.13305,0.7339,0.13305,0.13305,0.33333,0.33333,0.33333,321111
"73",73,4,11,18,"English","blue things",0,"red things",1,"green things",0.5,"solid things",1,"striped things",0.5,"polka-dotted things",0,312,211,231,"square",122112,"False",1,3,2,12,2,8,NA,NA,NA,0.66667,0.33333,0,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.20251,0.46416,0.43613,0.33333,0.23053,0.20251,0.46416,0.33333,122112
"74",74,4,1104,19,"English","clouds",1,"circles",0,"squares",0.5,"blue things",0.5,"red things",0.75,"green things",0,122,223,223,"striped",321212,"True",2,1,3,13,23,23,0.66667,0,0.33333,NA,NA,NA,0.4,0.6,0,0.56906,0.09761,0.33333,0.33333,0.33333,0.33333,0.33333,0.56906,0.09761,0.56885,0.09782,0.33333,0.33333,0.33333,0.33333,0.33333,0.56885,0.09782,321212
"75",75,4,1015,20,"English","solid things",1,"striped things",0.5,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0.5,112,232,213,"red",212212,"True",3,2,1,10,17,20,0.66667,0,0.33333,0.66667,0.33333,0,NA,NA,NA,0.5222,0.14447,0.33333,0.55563,0.33333,0.11104,0.33333,0.33333,0.33333,0.53495,0.13171,0.33333,0.54378,0.33333,0.12289,0.33333,0.40417,0.2625,212212
"76",76,5,259,6,"English","clouds",0.55,"circles",0.6,"squares",0.5,"solid things",0.8,"striped things",0.5,"polka-dotted things",0.3,113,233,112,"green",212222,"True",3,1,2,19,26,10,0.33333,0.36364,0.30303,0.5,0.3125,0.1875,NA,NA,NA,0.55072,0.11594,0.33333,0.55072,0.33333,0.11594,0.33333,0.33333,0.33333,0.53917,0.12749,0.33333,0.53917,0.33333,0.12749,0.33333,0.26259,0.40408,212222
"77",77,5,534,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,121,221,331,"cloud",112132,"False",1,2,3,4,5,9,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.52378,0.23621,0.24002,0.33333,0.43182,0.23485,0.33333,0.33333,0.33333,113221
"78",78,5,2342,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,332,232,232,"square",123232,"False",1,3,2,18,17,17,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.20322,0.46345,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123232
"79",79,5,1635,9,"English","clouds",0.8,"circles",0,"squares",0.5,"solid things",0.05,"striped things",0.5,"polka-dotted things",0.85,132,212,313,"red",211112,"True",3,1,2,16,11,21,0.61538,0,0.38462,0.03571,0.35714,0.60714,NA,NA,NA,0.56903,0.09988,0.33108,0.14161,0.33333,0.52506,0.33333,0.33333,0.33333,0.64179,0.11352,0.24469,0.12975,0.33333,0.53692,0.33333,0.40317,0.26349,211211
"80",80,5,1536,10,"English","solid things",0.05,"striped things",1,"polka-dotted things",0.5,"blue things",0,"red things",0.5,"green things",0.65,223,213,211,"circle",322112,"True",1,2,3,23,20,2,NA,NA,NA,0.03226,0.64516,0.32258,0,0.43478,0.56522,0.33333,0.33333,0.33333,0.10085,0.56581,0.33333,0.15783,0.33333,0.50884,0.33333,0.33333,0.33333,0.10113,0.56554,0.33333,0.15822,0.33333,0.50845,322112
"81",81,5,64,11,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,311,221,123,"solid",122111,"False",2,1,3,3,5,22,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.23743,0.23392,0.52865,0.46111,0.20556,0.33333,0.43404,0.33333,0.23263,122111
"82",82,5,664,12,"English","blue things",0.65,"red things",0.5,"green things",0.25,"solid things",0.85,"striped things",0.25,"polka-dotted things",0.5,211,223,112,"circle",212211,"True",1,3,2,2,23,10,NA,NA,NA,0.53125,0.15625,0.3125,0.46429,0.35714,0.17857,0.33333,0.33333,0.33333,0.55325,0.11341,0.33333,0.5603,0.33552,0.10418,0.26349,0.40317,0.33333,0.54189,0.12478,0.33333,0.63429,0.24786,0.11785,212211
"83",83,5,552,13,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.25,"red things",0.5,"green things",0.85,133,131,331,"cloud",213212,"True",1,2,3,25,7,9,NA,NA,NA,0.33333,0.33333,0.33333,0.15625,0.3125,0.53125,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.14142,0.33333,0.52525,0.40294,0.33333,0.26373,0.33333,0.33333,0.33333,0.12929,0.33333,0.53738,213212
"84",84,5,710,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",1,"green things",0.15,312,313,122,"square",212122,"True",1,2,3,12,21,13,NA,NA,NA,0.33333,0.33333,0.33333,0.30303,0.60606,0.09091,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.55315,0.11352,0.26569,0.33333,0.40097,0.40097,0.26569,0.33333,0.33333,0.54208,0.12459,212122
"85",85,5,1135,15,"English","solid things",0.9,"striped things",0.35,"polka-dotted things",0.35,"clouds",0.5,"circles",0.45,"squares",0.6,312,222,222,"red",321212,"True",3,2,1,12,14,14,0.32258,0.29032,0.3871,0.5625,0.21875,0.21875,NA,NA,NA,0.33333,0.09761,0.56906,0.56906,0.09761,0.33333,0.33333,0.33333,0.33333,0.33333,0.09782,0.56885,0.56885,0.09782,0.33333,0.33333,0.33333,0.33333,321212
"86",86,5,487,16,"English","solid things",0.5,"striped things",0.65,"polka-dotted things",0.35,"clouds",0.5,"circles",0.4,"squares",0.75,322,232,113,"red",211111,"True",3,2,1,15,17,19,0.30303,0.24242,0.45455,0.33333,0.43333,0.23333,NA,NA,NA,0.33333,0.10201,0.56466,0.33333,0.56466,0.10201,0.33333,0.33333,0.33333,0.2472,0.11553,0.63727,0.2472,0.63727,0.11553,0.33333,0.40239,0.26427,211111
"87",87,5,729,17,"English","blue things",0.65,"red things",0.5,"green things",0.35,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,231,233,311,"circle",212122,"True",1,3,2,8,26,3,NA,NA,NA,0.33333,0.33333,0.33333,0.43333,0.33333,0.23333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.55315,0.33333,0.11352,0.33333,0.40097,0.26569,0.26569,0.33333,0.40097,0.54208,0.33333,0.12459,212122
"88",88,5,629,18,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,111,211,323,"cloud",112121,"False",1,3,2,1,2,24,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.52178,0.23569,0.24253,0.42972,0.23695,0.33333,0.42972,0.33333,0.23695,112121
"89",89,5,787,19,"English","blue things",0.15,"red things",0.8,"green things",0.5,"clouds",0.5,"circles",0.85,"squares",0.15,212,311,321,"solid",211212,"True",2,3,1,11,3,6,0.33333,0.56667,0.1,NA,NA,NA,0.10345,0.55172,0.34483,0.33333,0.52801,0.13866,0.33333,0.33333,0.33333,0.13866,0.52801,0.33333,0.33333,0.53967,0.12699,0.40408,0.26259,0.33333,0.12699,0.53967,0.33333,211212
"90",90,5,1938,20,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,232,121,321,"circle",111212,"False",1,3,2,17,4,6,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.23222,0.53556,0.23222,0.33333,0.20164,0.46503,0.20164,0.46503,0.33333,111212
"91",91,6,455,6,"English","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",1,"green things",0,222,323,131,"striped",211111,"True",2,1,3,14,24,7,0,1,0,NA,NA,NA,0,1,0,0.33333,0.56466,0.10201,0.33333,0.33333,0.33333,0.33333,0.56466,0.10201,0.2472,0.63727,0.11553,0.33333,0.40239,0.26427,0.2472,0.63727,0.11553,211111
"92",92,6,1333,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,311,332,112,"blue",122122,"False",3,2,1,3,18,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.23219,0.33333,0.43447,0.43447,0.33333,0.23219,0.45976,0.2069,0.33333,122122
"93",93,6,1685,8,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,331,123,123,"polka-dotted",121212,"False",2,1,3,9,22,22,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.19822,0.33333,0.46844,0.33333,0.19822,0.46844,0.46844,0.33333,0.19822,121212
"94",94,6,670,9,"English","clouds",0,"circles",1,"squares",0.5,"blue things",0,"red things",0.5,"green things",1,213,111,232,"solid",212211,"True",2,1,3,20,1,17,0,0.66667,0.33333,NA,NA,NA,0,0.33333,0.66667,0.11341,0.55325,0.33333,0.33333,0.33333,0.33333,0.10418,0.33552,0.5603,0.12478,0.54189,0.33333,0.40317,0.33333,0.26349,0.11785,0.24786,0.63429,212211
"95",95,6,1891,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,313,211,211,"square",123212,"False",1,3,2,21,2,2,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.20042,0.46624,0.33333,0.33333,0.33333,0.20042,0.33333,0.46624,123212
"96",96,6,1613,11,"English","blue things",0.5,"red things",0,"green things",1,"solid things",0.5,"striped things",1,"polka-dotted things",0.05,223,232,131,"circle",211112,"True",1,3,2,23,17,7,NA,NA,NA,0.32258,0.64516,0.03226,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.52506,0.14161,0.33108,0.09988,0.56903,0.26349,0.40317,0.33333,0.33333,0.53692,0.12975,0.24469,0.11352,0.64179,211211
"97",97,6,131,12,"English","clouds",1,"circles",0.5,"squares",0,"blue things",0.5,"red things",0.5,"green things",0.5,131,331,213,"polka-dotted",212111,"True",2,1,3,7,9,20,0.66667,0.33333,0,NA,NA,NA,0.33333,0.33333,0.33333,0.56466,0.33333,0.10201,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.63525,0.24959,0.11516,0.26631,0.33333,0.40035,0.40035,0.33333,0.26631,212111
"98",98,6,770,13,"English","solid things",0,"striped things",1,"polka-dotted things",0.5,"clouds",1,"circles",0,"squares",0.5,123,213,211,"green",211212,"True",3,2,1,22,20,2,0.66667,0,0.33333,0,0.66667,0.33333,NA,NA,NA,0.52801,0.13866,0.33333,0.13866,0.52801,0.33333,0.33333,0.33333,0.33333,0.53967,0.12699,0.33333,0.12699,0.53967,0.33333,0.26259,0.33333,0.40408,211212
"99",99,6,1529,14,"English","clouds",0.5,"circles",0.05,"squares",1,"solid things",0,"striped things",0.5,"polka-dotted things",1,332,312,212,"red",322112,"True",3,1,2,18,12,11,0.32258,0.03226,0.64516,0,0.33333,0.66667,NA,NA,NA,0.33333,0.15783,0.50884,0.10085,0.33333,0.56581,0.33333,0.33333,0.33333,0.33333,0.15822,0.50845,0.10113,0.33333,0.56554,0.33333,0.33333,0.33333,322112
"100",100,6,325,15,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",1,"striped things",0,"polka-dotted things",0,311,331,323,"blue",213211,"True",3,1,2,3,9,24,0.33333,0.33333,0.33333,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.56466,0.33333,0.10201,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.63691,0.24762,0.11546,0.40203,0.33333,0.26463,213211
"101",101,6,679,16,"English","clouds",0.5,"circles",1,"squares",0,"solid things",0,"striped things",0.5,"polka-dotted things",1,232,312,221,"red",212211,"True",3,1,2,17,12,5,0.33333,0.66667,0,0,0.33333,0.66667,NA,NA,NA,0.33333,0.55325,0.11341,0.10418,0.33552,0.5603,0.33333,0.33333,0.33333,0.33333,0.54189,0.12478,0.11785,0.24786,0.63429,0.26349,0.40317,0.33333,212211
"102",102,6,1496,17,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,123,222,221,"cloud",123211,"False",1,3,2,22,14,5,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.46268,0.20398,0.33333,0.33333,0.33333,0.33333,0.23429,0.23429,0.53142,123211
"103",103,6,2096,18,"English","solid things",0,"striped things",0,"polka-dotted things",1,"clouds",0,"circles",0,"squares",1,333,123,213,"green",321111,"True",3,2,1,27,22,20,0,0,1,0,0,1,NA,NA,NA,0.13271,0.13271,0.73458,0.13271,0.13271,0.73458,0.33333,0.33333,0.33333,0.13305,0.13305,0.7339,0.13305,0.13305,0.7339,0.33333,0.33333,0.33333,321111
"104",104,6,1668,19,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,123,211,211,"green",121212,"False",3,2,1,22,2,2,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.46844,0.19822,0.33333,0.19822,0.46844,0.33333,0.19822,0.33333,0.46844,121212
"105",105,6,658,20,"English","clouds",1,"circles",0,"squares",0.5,"blue things",0,"red things",1,"green things",0.5,132,233,121,"polka-dotted",212211,"True",2,1,3,16,26,4,0.66667,0,0.33333,NA,NA,NA,0,0.66667,0.33333,0.55325,0.11341,0.33333,0.33333,0.33333,0.33333,0.33552,0.5603,0.10418,0.54189,0.12478,0.33333,0.33333,0.26349,0.40317,0.24786,0.63429,0.11785,212211
"106",106,7,223,6,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,212,212,113,"red",212132,"False",3,1,2,11,11,19,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.26717,0.3995,0.33333,0.33333,0.33333,0.33333,0.33333,0.3995,0.26717,213221
"107",107,7,124,7,"English","clouds",0.5,"circles",1,"squares",0.5,"solid things",0.5,"striped things",0,"polka-dotted things",0.95,131,121,312,"blue",212111,"True",3,1,2,7,4,12,0.25,0.5,0.25,0.34483,0,0.65517,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.10201,0.56466,0.33333,0.33333,0.33333,0.40035,0.33333,0.26631,0.24959,0.11516,0.63525,0.40035,0.26631,0.33333,212111
"108",108,7,2253,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,233,233,333,"circle",213232,"False",1,3,2,26,26,27,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.40148,0.26518,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232
"109",109,7,1037,9,"English","clouds",0.5,"circles",1,"squares",0.05,"blue things",0.05,"red things",1,"green things",0.5,212,311,221,"solid",212212,"True",2,1,3,11,3,5,0.32258,0.64516,0.03226,NA,NA,NA,0.03226,0.64516,0.32258,0.33333,0.55563,0.11104,0.33333,0.33333,0.33333,0.14447,0.5222,0.33333,0.33333,0.54378,0.12289,0.40417,0.2625,0.33333,0.13171,0.53495,0.33333,212212
"110",110,7,762,10,"English","blue things",0.5,"red things",0.95,"green things",0,"solid things",0.95,"striped things",0,"polka-dotted things",0.5,112,123,323,"cloud",211212,"True",1,3,2,10,22,24,NA,NA,NA,0.65517,0,0.34483,0.34483,0.65517,0,0.33333,0.33333,0.33333,0.52801,0.13866,0.33333,0.33333,0.52801,0.13866,0.40408,0.33333,0.26259,0.53967,0.12699,0.33333,0.33333,0.53967,0.12699,211212
"111",111,7,149,11,"English","clouds",0.5,"circles",0.75,"squares",0.5,"blue things",0.5,"red things",1,"green things",0,212,213,331,"solid",212111,"True",2,1,3,11,20,9,0.28571,0.42857,0.28571,NA,NA,NA,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.56466,0.10201,0.33333,0.40035,0.26631,0.40035,0.33333,0.26631,0.24959,0.63525,0.11516,212111
"112",112,7,555,12,"English","solid things",0.5,"striped things",0.95,"polka-dotted things",0.05,"blue things",0.5,"red things",0.5,"green things",0.5,121,131,331,"cloud",213212,"True",1,2,3,4,7,9,NA,NA,NA,0.33333,0.63333,0.03333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.52525,0.14142,0.33333,0.33333,0.33333,0.40294,0.33333,0.26373,0.33333,0.53738,0.12929,0.33333,0.33333,0.33333,213212
"113",113,7,2116,13,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,121,212,313,"blue",111112,"False",3,2,1,4,11,21,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.53054,0.23473,0.23473,0.20449,0.46218,0.33333,0.53054,0.23473,0.23473,111211
"114",114,7,2074,14,"English","clouds",1,"circles",0.7,"squares",0.05,"blue things",0.25,"red things",1,"green things",0.3,112,311,213,"solid",321111,"True",2,1,3,10,3,20,0.57143,0.4,0.02857,NA,NA,NA,0.16129,0.64516,0.19355,0.73458,0.13271,0.13271,0.33333,0.33333,0.33333,0.13271,0.73458,0.13271,0.7339,0.13305,0.13305,0.33333,0.33333,0.33333,0.13305,0.7339,0.13305,321111
"115",115,7,805,15,"English","blue things",0.25,"red things",0.8,"green things",0.5,"solid things",0.5,"striped things",0.95,"polka-dotted things",0.2,222,323,131,"circle",112111,"False",1,3,2,14,24,7,NA,NA,NA,0.30303,0.57576,0.12121,0.16129,0.51613,0.32258,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.23947,0.52421,0.23632,0.33333,0.43227,0.2344,0.23947,0.52421,0.23632,112111
"116",116,7,1540,16,"English","solid things",0,"striped things",1,"polka-dotted things",0.5,"clouds",0,"circles",0.5,"squares",1,323,313,113,"green",322112,"True",3,2,1,24,21,19,0,0.33333,0.66667,0,0.66667,0.33333,NA,NA,NA,0.15783,0.33333,0.50884,0.10085,0.56581,0.33333,0.33333,0.33333,0.33333,0.15822,0.33333,0.50845,0.10113,0.56554,0.33333,0.33333,0.33333,0.33333,322112
"117",117,7,452,17,"English","blue things",0.5,"red things",0.05,"green things",0.95,"clouds",0.05,"circles",0.5,"squares",0.95,313,112,231,"solid",211111,"True",2,3,1,21,10,8,0.03333,0.33333,0.63333,NA,NA,NA,0.33333,0.03333,0.63333,0.10201,0.33333,0.56466,0.33333,0.33333,0.33333,0.33333,0.10201,0.56466,0.11553,0.2472,0.63727,0.40239,0.33333,0.26427,0.2472,0.11553,0.63727,211111
